ID,smoking
16392,yes
19982,no
22842,yes
3899,no
39553,no
12330,yes
45545,no
55364,no
6126,yes
15200,no
26590,no
41548,yes
27053,yes
37314,no
26723,yes
20862,no
31347,no
34525,yes
47957,yes
46937,yes
4194,yes
32099,no
20611,yes
4805,no
54476,yes
3604,no
44494,no
1714,yes
12389,no
7695,yes
12560,yes
9813,yes
50780,no
6910,no
1846,no
31551,no
47231,no
13200,no
31704,no
50402,yes
37778,no
15171,no
5411,no
36850,no
15411,no
16156,no
31104,yes
22867,no
1384,no
3059,yes
41260,no
28837,no
27707,yes
36605,no
52055,no
44215,yes
52179,no
1492,no
19904,yes
54756,yes
16327,no
4345,no
13428,yes
46121,yes
53728,yes
38647,yes
19500,no
26598,no
11161,yes
12878,no
4607,no
17017,no
11879,no
16818,yes
30973,no
33823,no
19816,no
26374,yes
45581,no
49456,no
30600,no
19608,no
24640,yes
4704,yes
53532,no
10337,yes
39269,no
55120,no
31432,no
2603,no
15053,no
13188,no
33518,no
50156,no
26023,no
28803,no
36325,no
33113,no
12588,no
42603,no
19393,yes
13632,no
36430,no
23014,yes
21918,no
6896,no
28987,no
17996,yes
13669,no
6492,yes
11954,no
28196,no
8559,no
17140,yes
30527,yes
47532,yes
53474,no
52053,no
37587,no
32247,no
15603,no
9998,yes
53082,no
34969,no
51251,no
7117,no
27675,yes
37747,yes
42463,no
46284,no
53694,no
22501,no
50493,yes
3222,yes
37832,yes
54039,no
45957,yes
34683,yes
46898,yes
15342,yes
9415,yes
17784,yes
16126,yes
9677,no
10925,yes
34886,no
51867,no
16570,no
39933,no
54608,no
39534,no
35770,no
20411,no
17419,no
642,no
14289,no
53076,yes
34000,no
10528,no
23686,yes
19646,yes
33948,yes
21895,no
40032,yes
10361,no
29219,no
5119,no
4233,no
54116,no
30198,no
8449,no
29748,no
55219,no
45704,yes
6373,no
1461,no
8270,no
50348,no
41361,yes
40271,no
9250,no
30427,no
45376,no
37184,no
14705,yes
33330,yes
30751,no
30923,no
43397,yes
17162,no
12283,no
9305,yes
52547,no
39045,yes
51829,no
50159,no
7812,no
42613,no
13667,no
36475,no
2676,no
47380,yes
44614,no
6697,no
39816,no
45729,no
42708,yes
8922,no
42177,no
41837,no
25120,no
36341,yes
13122,no
8836,yes
45039,no
48549,yes
27450,yes
48028,no
43412,no
24538,yes
8004,yes
54604,no
17355,yes
19667,yes
16889,yes
44698,no
315,yes
46451,no
22239,yes
53603,no
19948,no
16742,yes
1822,yes
52252,no
14154,no
45885,no
19293,no
25970,no
37707,no
27762,no
45429,no
2264,no
49550,yes
51698,yes
23221,yes
47265,yes
45255,yes
22645,no
42856,no
52380,yes
49672,no
16186,no
11119,yes
45580,no
4300,yes
50622,yes
42949,no
9804,no
21399,no
48377,yes
8124,no
14662,no
39965,no
27035,no
13581,yes
51756,yes
25181,yes
34538,no
16514,yes
10389,no
37451,yes
3005,no
26861,no
2714,yes
6554,no
22943,no
23110,no
32637,no
42493,no
30886,no
43588,yes
42758,yes
11088,no
40325,yes
22204,no
22524,no
5092,yes
22997,yes
22280,no
26740,no
11966,no
43164,no
2268,yes
38254,yes
45125,no
43250,no
15519,no
15765,no
5827,yes
10138,yes
38400,yes
4156,yes
24730,no
30607,yes
3464,no
22408,no
34013,yes
54218,yes
2959,no
48069,no
17815,yes
2361,yes
30316,no
2254,no
52921,yes
23423,yes
761,no
32553,yes
3524,yes
35700,yes
38888,no
43094,yes
15976,no
36869,no
36243,no
24895,yes
20943,no
51151,no
25467,no
21128,no
46100,no
25218,yes
16333,yes
52106,yes
19553,yes
10736,no
11384,yes
37691,no
21602,yes
24147,yes
9766,yes
15785,yes
14398,no
26205,no
49392,no
19946,yes
49715,no
32068,yes
45315,no
40328,no
21310,no
17243,no
19897,no
37688,no
26929,no
50299,yes
46230,no
32701,no
37386,yes
15936,no
30187,no
28581,yes
39886,no
14548,no
1629,yes
45879,yes
1577,no
31642,no
54274,no
23464,no
40023,no
52762,no
53053,no
32342,no
20839,yes
51557,yes
44042,yes
51709,yes
15193,no
37172,no
29101,yes
24787,no
25044,no
32560,no
30318,no
12032,no
7453,yes
46776,yes
9240,yes
37442,no
24831,no
37990,yes
47468,no
16812,yes
17222,yes
6561,no
41720,yes
6201,no
29366,no
24413,yes
18920,yes
50662,no
38799,no
9912,no
31597,yes
48441,yes
5616,no
47394,yes
18723,no
43571,no
37616,no
3905,no
31964,yes
7515,yes
7025,no
36372,no
31133,no
47600,yes
54242,yes
16286,no
32641,yes
36633,yes
45434,yes
34417,no
37456,no
26698,no
2195,yes
33199,yes
16713,yes
12891,no
4875,no
21523,yes
516,yes
30046,yes
52116,yes
320,no
24289,yes
29683,no
17971,no
47091,no
35732,yes
33567,no
9314,no
26274,no
23746,no
41867,no
26712,yes
24326,yes
29321,no
49059,yes
17202,no
25705,no
51033,no
16980,yes
5379,yes
3264,no
50514,no
2056,no
25773,yes
45730,no
48129,yes
20416,no
28223,no
31738,yes
54633,no
39156,no
42852,yes
44580,yes
24760,no
31934,yes
1989,yes
35679,no
45134,yes
36711,yes
787,no
16288,no
41566,no
45905,no
42009,no
1440,no
13690,no
53026,yes
39046,yes
43401,yes
22364,no
18687,no
24382,no
28388,no
40796,no
35895,no
4261,no
349,no
33652,yes
24386,no
36607,yes
14587,yes
1345,no
2907,no
18146,yes
7847,no
42903,no
27206,no
24438,yes
23218,no
11104,no
27733,yes
54041,no
13241,no
12974,no
11054,no
38898,yes
41103,no
37661,no
50224,no
3107,yes
17151,yes
17829,no
39321,no
51136,yes
29786,yes
51510,no
36892,yes
39754,no
5794,no
55157,no
7126,no
49809,yes
5971,no
4982,yes
23420,yes
31576,no
7926,yes
26081,no
2505,no
19931,yes
23254,yes
37256,no
9409,yes
45435,yes
29728,no
27212,no
26773,yes
4712,no
3091,yes
10004,no
4620,yes
44188,no
50183,yes
11502,no
54505,no
45115,no
53282,no
36320,no
40669,yes
17249,no
25096,no
31722,yes
37995,no
45993,no
29878,no
42959,no
33812,no
6399,yes
22541,yes
24686,no
38368,yes
10394,yes
32805,yes
31052,no
20191,no
20144,no
43749,yes
23084,yes
25915,yes
6435,yes
21913,yes
39596,yes
47114,no
33718,no
32142,yes
46574,no
30861,no
421,yes
7327,no
17598,no
18490,no
1043,yes
42611,yes
21038,no
25021,yes
24819,yes
43339,no
964,yes
10753,no
47136,no
33249,yes
29475,yes
24155,yes
2308,yes
55291,yes
24004,yes
30996,no
37720,yes
11792,yes
26834,no
38798,no
10973,no
2325,no
32633,no
16025,no
47752,no
37173,yes
48966,no
21544,yes
23179,no
27638,no
37917,no
25072,no
26168,no
51063,yes
10766,yes
31076,no
7632,no
28051,no
35702,no
50830,yes
50177,yes
40554,no
52866,no
27454,no
10299,no
15015,yes
25383,no
21438,no
44472,yes
42031,yes
36511,no
40129,no
48399,yes
47931,no
23083,no
26802,no
47138,no
40190,yes
24091,no
2089,yes
54927,no
30903,no
51370,yes
47426,yes
19781,no
17353,yes
29018,no
13745,yes
36696,yes
51079,no
12530,yes
24803,no
17395,no
30156,yes
19727,yes
666,no
31505,no
725,no
29571,no
31713,yes
52703,yes
33925,yes
47838,no
30972,no
50433,yes
46447,yes
31123,yes
5418,no
37679,yes
30965,yes
28480,yes
39312,no
23848,no
10170,no
18797,yes
492,yes
45758,no
6759,no
20180,no
7951,no
45102,no
17235,no
47883,no
51191,no
52871,no
46621,no
27779,no
12951,no
47222,no
33164,no
21545,no
24112,yes
17820,no
2591,yes
960,no
12622,yes
28009,no
21409,no
25064,yes
6169,yes
32569,yes
54166,yes
49124,yes
18095,no
1610,no
25632,yes
39183,no
5474,yes
22459,yes
27657,no
22150,no
38507,yes
36722,no
2174,yes
209,yes
50267,no
50570,no
18607,no
24539,no
10378,yes
20128,yes
34734,no
763,no
26728,yes
1137,yes
5225,no
28500,no
21776,no
10997,yes
1288,no
46342,yes
27481,no
10121,no
635,no
8183,no
50425,yes
7262,yes
49012,yes
29463,no
7631,yes
53601,no
53827,no
51127,no
29359,yes
48195,yes
30571,yes
40148,no
15644,no
40663,no
31063,no
33417,no
33816,yes
6874,no
10613,no
40593,yes
37816,no
38889,no
55612,no
49147,yes
13881,yes
34490,no
40096,no
39533,yes
8667,yes
48825,no
7196,no
53511,no
10959,no
623,no
2474,no
21466,no
6191,no
11913,no
36161,no
6604,no
47015,yes
36533,yes
26152,no
27747,yes
1570,no
48160,no
41119,yes
31305,no
1228,no
28099,no
25004,yes
35678,yes
18495,no
21497,no
4029,no
35475,yes
45575,no
892,yes
35419,yes
35739,yes
48041,yes
29604,no
50321,no
39658,yes
47166,yes
5709,yes
41408,no
8085,no
18164,yes
27931,yes
40461,no
30109,no
21966,yes
20875,yes
44453,no
37381,yes
31854,no
55216,yes
32742,no
46589,no
50235,yes
11312,no
4299,no
26206,yes
11536,no
42631,yes
35031,yes
12248,no
41060,no
6289,yes
35663,yes
45973,yes
55225,no
643,no
8139,yes
15638,no
26930,no
46940,yes
47351,no
17943,no
45880,yes
38245,yes
11203,yes
8167,yes
36786,yes
0,no
553,no
1362,no
7626,no
29752,no
15449,yes
54203,no
34527,no
15552,no
26246,yes
31787,no
5537,yes
31792,yes
43646,no
9101,no
53127,no
15382,no
53447,yes
49792,no
33210,yes
54668,no
14138,yes
44729,no
44505,yes
8808,no
48550,no
21392,no
40654,no
18229,no
42410,yes
29228,no
24768,no
55200,no
13263,no
11815,yes
565,yes
32086,no
14861,yes
701,no
7142,no
4303,no
30536,no
29854,no
27628,yes
43479,no
49702,yes
44931,no
6224,yes
11506,yes
12955,yes
7994,no
19068,no
29948,no
50524,yes
55512,no
53880,no
2648,yes
43620,yes
32843,yes
54177,no
1176,no
21050,no
50257,no
40085,yes
38956,no
8739,yes
11948,no
13132,no
48557,yes
29089,no
44895,yes
26343,yes
32285,yes
14767,yes
41802,no
28531,no
26226,yes
48098,no
22114,yes
37198,yes
45894,no
7065,no
30780,yes
9811,no
16410,no
19036,no
51611,yes
43585,yes
8607,no
37177,no
14146,yes
41993,no
50139,yes
41070,yes
4070,yes
7560,no
37436,yes
16334,no
42938,no
53059,no
37070,yes
29416,yes
9216,no
29154,no
25146,no
40041,no
42564,yes
49447,no
30851,no
8378,no
12430,yes
30719,yes
48816,no
9980,no
43376,yes
54367,no
5169,no
11033,yes
39310,yes
6901,yes
11122,no
10291,yes
27627,yes
15060,yes
8234,no
47113,yes
39627,no
11443,yes
42951,no
31444,no
42430,no
14143,no
9196,no
8285,yes
5942,no
55664,no
48502,yes
14663,no
20442,no
41957,no
31191,no
15974,yes
37542,no
5413,no
4818,yes
36772,yes
40094,no
50417,yes
8885,yes
42869,yes
9168,no
41016,no
14737,no
18108,no
34971,no
29388,no
30722,yes
49953,no
31441,no
39484,yes
3582,no
12381,no
32224,yes
504,yes
47474,yes
37190,yes
20843,no
32687,no
1312,yes
26719,no
6056,no
19550,no
30757,no
25788,yes
26763,no
36866,no
50743,yes
4570,no
36115,no
13831,no
35457,no
36999,no
42791,yes
17343,no
17390,yes
28678,yes
32682,no
22095,no
13800,no
27487,yes
37511,yes
30206,no
44574,no
24149,no
34821,no
24555,yes
42638,no
42519,no
7116,no
41690,yes
7079,no
24503,no
24408,no
435,no
16101,no
30119,no
19924,yes
9309,yes
22343,no
19493,yes
35233,yes
7873,yes
33598,no
2665,no
20947,yes
5140,no
46791,no
44762,no
1660,no
44200,no
50171,no
43007,yes
20045,no
46218,yes
54358,no
16803,yes
28684,no
30174,no
41192,no
16252,yes
34549,no
48036,no
38469,no
53073,no
26657,no
23354,no
438,no
14552,no
39134,yes
5701,yes
38979,no
17543,yes
3007,no
24272,yes
22223,no
55494,yes
33248,yes
42318,no
12722,no
19460,no
24154,no
9165,no
14141,no
8852,no
55359,yes
33175,no
34437,no
19639,no
39370,no
13280,no
29311,no
27273,yes
38235,yes
39999,no
1756,yes
49390,yes
25976,no
1940,yes
11050,yes
40938,no
27541,no
13953,no
16760,no
27237,no
46530,no
25756,no
52163,no
2661,no
42026,yes
28580,no
16241,yes
25472,yes
32936,no
20373,no
36881,no
37251,yes
21103,yes
42889,no
16148,no
6059,no
8634,no
27094,no
39272,yes
43650,yes
30271,no
52589,no
49037,yes
17306,yes
11687,no
28195,yes
48897,yes
19,yes
31497,no
11975,yes
32344,no
18942,no
6053,no
50924,no
12890,no
48497,yes
45931,no
10506,no
3833,no
47977,no
12489,no
1505,no
30314,no
46438,yes
17350,no
46818,yes
22308,no
11318,no
22511,yes
50138,no
36360,no
3111,yes
45424,yes
10139,no
38111,yes
26619,no
25277,no
53539,yes
1817,no
4720,yes
47529,yes
13651,no
17421,no
44793,no
48494,no
49180,yes
6606,no
27721,yes
39347,no
35057,yes
32911,no
2818,no
25572,no
16266,no
14008,no
155,no
26167,yes
55261,no
31690,yes
55575,no
32085,no
41287,no
38783,yes
54090,no
47241,yes
3635,no
697,no
23317,no
35932,no
26914,no
35469,yes
45834,no
36148,no
19592,no
28672,no
19038,no
46892,no
43897,no
15849,yes
20482,yes
51121,yes
28905,yes
48381,no
4171,no
51825,no
1644,no
40604,no
25735,no
47449,no
24502,yes
41575,no
47801,no
26594,no
44772,no
10836,yes
26204,yes
13846,no
15797,no
32423,no
6409,yes
6701,yes
7045,no
10450,no
33261,no
35551,yes
51543,yes
2130,yes
14242,no
10,yes
14429,no
14216,yes
47514,no
27086,yes
40401,no
43200,no
25803,yes
22283,no
25024,yes
10937,no
12029,no
809,yes
24366,yes
48034,no
961,yes
24784,no
43937,no
25872,yes
55189,no
9966,no
13117,yes
2651,no
45923,yes
28893,no
18199,no
43583,no
49616,no
50593,yes
33768,yes
33192,no
32447,no
33347,yes
29209,no
54751,yes
42514,no
13096,yes
35618,yes
14411,no
52742,no
11656,yes
23409,yes
18226,no
7947,yes
30214,no
38267,no
21691,no
49023,yes
10395,no
30932,no
54767,yes
49342,no
32317,no
9319,yes
43658,no
15067,no
20779,yes
47219,yes
9575,no
6461,no
2449,no
44855,no
10752,no
19406,no
27730,yes
43379,yes
14856,no
14205,no
28706,yes
50030,yes
46982,no
14283,no
44887,no
17220,no
21070,no
28028,no
9512,yes
48628,yes
34096,no
31464,yes
9380,yes
29945,yes
48094,no
24086,no
39602,no
45681,yes
37923,yes
54707,yes
36687,no
12244,no
25538,yes
12318,no
37464,yes
5876,no
3487,no
48855,yes
49074,no
40479,yes
14903,no
50114,no
28168,no
54323,no
20233,yes
16002,no
36242,no
2400,yes
29666,yes
8502,yes
16297,no
15147,no
49574,yes
51852,yes
33099,no
55406,yes
9578,no
39942,no
5822,no
43113,no
23977,yes
49767,yes
28272,yes
89,no
4310,yes
45042,yes
27544,no
36724,no
26607,yes
48395,yes
876,no
17416,yes
8653,yes
20655,no
1638,yes
53530,no
45485,no
34532,no
41633,yes
29218,no
20828,no
16296,no
54708,no
2626,no
40946,no
52889,no
20931,no
45763,yes
36246,no
25422,no
6122,no
23,yes
46363,yes
27395,no
29338,no
39556,yes
11056,no
39684,yes
37751,yes
2397,no
15232,no
40690,no
24773,yes
40528,no
20478,no
46355,no
25444,no
46326,no
42083,no
42549,no
34830,yes
54303,no
25209,no
55092,no
20018,yes
1533,yes
24723,yes
38819,no
45886,no
11503,yes
32954,yes
6389,yes
38148,yes
51750,no
46825,yes
39172,yes
34258,yes
54010,no
48553,no
30823,yes
8243,no
33521,yes
44615,yes
46601,yes
29703,no
30072,yes
24483,yes
24254,yes
15774,no
53054,yes
157,yes
4199,yes
5447,no
54347,yes
21741,yes
6989,no
48960,yes
9641,no
11124,no
22976,no
16008,yes
18370,yes
37023,yes
53001,no
39100,yes
28969,yes
11441,yes
16782,yes
37721,no
7287,no
45539,yes
2804,no
36683,no
42057,no
48187,no
40754,no
51486,yes
21791,no
28994,yes
27106,no
24387,no
40319,yes
53146,no
55550,no
12451,no
27571,yes
49283,no
4656,yes
173,yes
11048,no
54781,yes
35097,yes
29348,no
11095,no
6662,no
1995,no
22685,yes
1658,yes
1898,no
41789,yes
41250,no
3765,no
7987,yes
16649,no
36355,no
21820,yes
12174,yes
16839,yes
35084,no
51903,no
17246,no
2879,no
53707,no
49133,no
39593,no
22971,no
28068,no
46171,yes
33634,yes
40502,yes
43581,no
24093,yes
27247,no
12358,yes
12201,yes
53462,no
21594,no
35189,no
3793,no
11578,no
19087,no
31313,no
5306,no
3269,yes
36050,yes
1808,no
7094,no
18168,no
26264,no
33533,no
27610,no
47454,no
9141,no
33909,no
42293,yes
18670,no
31419,yes
36703,no
19786,yes
9748,yes
24689,no
47923,no
16651,no
46904,yes
18973,yes
35780,yes
33520,no
24569,no
26869,no
45484,yes
14059,no
35071,yes
34599,no
7980,yes
31399,yes
2531,yes
35585,no
17174,no
3165,yes
30863,yes
118,no
49539,no
51165,no
34194,yes
46731,no
46789,no
19390,yes
45163,yes
29085,yes
37236,no
31883,yes
35940,no
18837,no
9372,no
17484,no
8131,yes
20260,yes
40995,no
43124,no
13845,no
9243,yes
40012,no
5291,yes
41803,yes
42575,no
2292,yes
25157,no
36997,no
25569,yes
31764,no
54748,no
20882,no
13958,yes
7859,no
33879,no
8012,no
17852,yes
20423,no
2589,no
29330,no
31292,no
38824,no
19431,yes
11070,yes
22248,no
36306,yes
23913,no
24986,no
12408,no
44725,no
22735,yes
15720,yes
27043,yes
27096,yes
17194,yes
9155,yes
9020,no
41966,no
48556,no
42989,yes
16195,no
45599,no
37956,yes
53967,no
9353,no
29159,yes
37215,no
18665,no
5143,yes
43978,yes
26774,no
44003,no
44435,yes
13313,no
55459,no
11711,no
53175,no
7897,yes
44066,yes
3768,no
9378,no
38910,yes
19839,no
19261,yes
37519,no
15819,no
17545,no
20544,no
12827,yes
11374,yes
39732,yes
48647,yes
55582,no
42427,no
11429,no
49976,no
5960,no
44147,no
30237,no
8740,no
47933,no
16348,yes
475,no
17121,yes
18538,no
850,yes
10461,no
520,no
12393,no
55644,yes
35023,yes
42963,no
18597,no
5730,no
6060,no
40768,no
55093,no
27431,no
44461,no
29886,no
22606,no
46479,no
6346,no
37332,no
46583,no
35214,yes
46410,yes
3728,yes
1,no
2705,no
7097,no
55450,no
24201,yes
24792,yes
6871,no
14441,yes
44079,no
14633,no
3420,no
32129,no
24497,no
9133,no
50412,no
1174,no
41535,yes
48462,yes
49262,no
53184,yes
32690,yes
9203,no
13934,yes
33267,no
8562,no
7296,no
6190,no
8028,no
956,yes
3322,no
11702,no
45818,yes
25761,no
4249,yes
51669,no
24616,no
2658,yes
44248,no
23587,no
30493,no
41393,no
10653,no
8563,no
18714,no
41080,yes
34983,no
55017,no
20700,no
1324,yes
45932,no
8066,no
1529,yes
9516,yes
53010,no
49277,no
40262,no
24842,no
12040,yes
11168,no
45674,no
29578,yes
10146,no
23098,no
17796,no
45254,no
44840,no
41485,no
27743,yes
28954,yes
42920,no
50115,no
23952,yes
15390,yes
34282,no
29098,yes
755,no
6420,no
23639,no
4297,yes
32706,yes
14863,no
3207,no
46866,yes
34355,no
51657,no
55552,no
16060,no
10155,no
44611,no
40295,yes
3682,no
21411,yes
22711,no
45561,no
3890,yes
16261,no
53241,no
42990,no
29733,no
35856,no
10709,yes
2313,no
44441,yes
23515,no
39752,no
37785,no
55566,no
28104,no
13248,no
44189,no
14508,yes
45401,no
49101,no
30468,no
12911,no
29688,yes
121,no
6538,no
9689,no
43534,no
38404,no
23006,yes
1588,yes
9313,no
40958,no
9287,yes
46066,yes
40150,no
2610,no
502,no
30315,no
18520,no
26812,yes
47918,no
8083,yes
20755,no
20849,yes
41549,no
28330,yes
30919,yes
30914,no
8680,yes
32379,no
48239,no
45601,yes
36316,no
30871,no
11320,no
19024,yes
24549,no
3676,yes
18855,no
34204,yes
36685,yes
2262,no
9308,no
7871,yes
8336,no
23326,no
3484,yes
31028,yes
14615,no
27777,no
50373,no
30362,yes
27713,no
51795,no
52291,yes
5718,no
50136,no
5855,no
26844,no
41948,no
53310,yes
16748,yes
44940,yes
9118,no
5703,no
43748,yes
36503,yes
25211,yes
19730,yes
44774,no
190,no
52518,yes
32503,no
39606,yes
28577,yes
40830,no
26733,no
43237,no
55629,no
32262,no
54963,no
37330,yes
32282,no
42065,no
18081,yes
46406,no
51186,yes
11742,no
44015,no
715,yes
22787,yes
32359,yes
45306,yes
51124,yes
15868,no
35110,no
44572,yes
41324,yes
47930,no
32274,yes
43621,no
3871,yes
4913,no
41738,no
28916,no
43515,no
38674,no
50271,yes
14466,no
7813,yes
42919,no
3738,no
1077,yes
47346,no
26545,yes
32281,yes
39597,no
198,yes
24518,yes
32790,no
11783,no
25298,yes
48304,no
36095,yes
8046,yes
25663,yes
30844,no
43042,no
38305,yes
26162,no
28956,yes
32361,no
612,no
30766,no
28564,yes
4225,no
52331,yes
51628,yes
3747,no
16944,yes
7899,no
23129,no
4346,no
48558,no
35268,no
20866,yes
38206,no
18570,yes
33732,no
43977,no
27608,no
1404,no
31732,no
5053,no
45140,no
29457,yes
6012,no
31055,no
46675,yes
50910,yes
27613,yes
11855,no
40204,yes
51623,no
1063,yes
23940,no
23739,no
42825,no
46461,no
37588,no
38108,yes
26303,no
13316,no
33600,yes
34500,yes
38718,no
23867,no
48833,no
48454,yes
42379,no
25981,no
13622,no
48927,yes
22922,yes
12367,no
49682,no
13963,no
23195,yes
20371,no
6377,no
40429,yes
2277,yes
14331,yes
46228,yes
37675,yes
11811,no
2541,yes
54755,yes
12439,yes
35669,no
49612,yes
36857,no
1346,no
9164,no
55669,no
4051,no
43936,no
23446,no
8881,yes
19439,yes
5518,no
15095,no
16608,yes
19445,no
52039,no
22212,yes
9152,yes
23817,no
7042,no
18592,no
5166,no
3660,yes
34688,no
53623,yes
1054,no
40242,no
19337,yes
17831,no
42731,no
30943,no
5520,yes
43948,no
51010,yes
8121,no
7286,yes
13458,no
51899,no
54532,no
26838,yes
11345,no
40818,no
8325,no
21047,yes
40744,no
32410,no
14002,no
48567,no
117,no
3317,no
40511,no
33548,no
5946,no
3776,no
22628,no
44259,no
50561,yes
5507,yes
8946,no
3555,yes
1296,no
53084,no
11283,no
5633,yes
19200,no
37517,no
34356,yes
2585,no
43282,no
12256,no
49466,no
14580,no
12712,no
11408,no
26047,no
11886,yes
37201,yes
25534,no
32508,no
24633,yes
20609,no
28603,no
52661,no
3010,no
3892,no
45884,no
3571,yes
9466,no
29904,yes
54823,yes
30738,no
32240,no
48461,no
5781,yes
19100,no
35812,yes
53545,no
13695,no
37040,no
14776,no
3070,yes
17455,no
12030,no
35100,yes
2099,yes
8,no
27048,yes
25692,no
19042,no
1245,yes
39704,yes
41109,no
6512,no
46684,no
19960,no
7731,no
19716,no
32330,yes
39448,no
48216,no
7255,yes
35357,no
52473,no
4474,yes
11341,yes
38736,no
43407,no
9680,yes
47182,no
29798,no
27830,yes
41298,no
50255,no
562,no
31431,no
21756,no
48156,no
33070,no
49620,yes
49126,no
22392,no
51236,yes
34919,yes
27129,no
53086,yes
18748,no
37646,yes
7618,no
54581,yes
23150,yes
44654,no
21042,yes
8925,no
32643,yes
40259,no
40234,no
48704,no
48656,yes
43671,yes
9035,no
48643,no
20387,no
29609,no
19279,no
32809,no
52532,no
4126,no
12355,no
27584,no
8278,no
25463,no
45970,no
20428,no
50513,no
6405,yes
41749,no
43576,no
38477,no
31426,no
22407,yes
32161,no
24488,no
66,yes
11173,no
52068,no
1861,no
29045,yes
4672,no
7100,no
2573,yes
45129,yes
15488,no
27503,yes
18885,no
24602,no
8076,yes
23236,yes
49923,yes
54458,yes
7417,no
23388,yes
43633,yes
20933,yes
37659,no
6776,yes
22888,no
40787,yes
54032,no
16914,no
30242,yes
38117,no
10588,yes
17289,no
39063,no
53751,yes
39573,no
20624,no
163,yes
588,yes
45110,no
7008,yes
16897,no
52684,yes
17939,yes
41571,yes
54022,yes
52875,yes
12688,no
55307,yes
16692,no
35765,yes
43219,yes
42871,yes
20661,no
49181,no
34594,no
42533,no
39462,yes
25531,no
34930,no
49378,yes
33483,no
35761,no
6857,no
54548,yes
21846,no
8705,no
8733,yes
25163,yes
14423,yes
29124,no
34014,yes
17386,no
25032,no
6103,no
39079,yes
3856,yes
28251,no
41589,yes
46419,yes
6868,yes
12636,yes
1801,no
26270,no
31170,no
54840,yes
21243,no
31711,no
29750,yes
4437,yes
9936,no
37712,no
53226,yes
52049,yes
52874,yes
31319,no
51498,no
17738,yes
3805,yes
21110,no
48175,yes
615,no
22347,no
993,no
19184,no
8367,no
52618,no
10481,no
34693,no
29013,yes
51269,no
5360,yes
32595,no
3413,yes
35952,yes
42796,no
29362,no
11646,no
7051,no
30502,no
24593,yes
36539,no
49258,no
31317,no
51822,yes
16601,no
55347,yes
34470,no
49190,no
47839,no
5223,no
52440,no
12861,yes
24917,no
6913,yes
16747,yes
12420,no
6130,no
27497,no
26828,yes
11026,yes
46003,no
22871,no
18652,no
47659,no
522,yes
36322,no
12673,yes
39442,no
5975,no
50970,yes
22026,no
40126,yes
17479,no
8633,no
48311,no
33935,yes
14103,no
52421,yes
17247,no
49306,yes
13443,no
26642,yes
6484,no
19805,no
8406,no
14698,yes
17611,no
6424,no
27365,no
43909,yes
48159,no
48748,yes
7211,no
9488,no
34035,no
828,no
48536,yes
6318,yes
4814,yes
44644,no
18006,no
28165,yes
11947,no
34548,no
34606,yes
3119,no
47539,yes
14748,no
1172,yes
2376,yes
28103,yes
28801,no
28779,yes
27805,no
50112,yes
24036,yes
264,no
17524,no
12772,no
24670,no
31336,yes
11496,no
38047,yes
32902,yes
2738,yes
9996,no
29238,yes
17251,no
31154,yes
27338,yes
10921,yes
30964,no
624,no
1511,yes
16999,no
3262,yes
26024,yes
26872,no
20869,yes
50613,no
11999,no
17718,no
41403,no
3787,no
18573,no
34993,no
36057,yes
15659,yes
30066,yes
16913,yes
47743,no
42352,yes
8244,no
39096,yes
33896,yes
53692,no
40472,no
15994,no
29427,no
36540,no
28485,yes
31600,yes
10667,no
27257,yes
31537,no
35386,no
1322,no
25327,yes
52,yes
19468,no
18000,no
25998,yes
49969,yes
20205,yes
12800,no
8572,no
20213,no
1748,yes
35309,no
53647,yes
31640,yes
54894,no
40883,no
771,no
27231,no
11685,no
20996,no
13452,no
14988,yes
49165,no
172,no
22145,no
21206,no
43377,yes
54735,no
11573,yes
53186,yes
43598,no
2935,no
22304,yes
25191,yes
49527,no
13456,no
1336,no
48870,no
35670,no
43053,no
40799,no
16969,no
7291,yes
2427,no
1275,no
15960,no
45980,yes
26674,yes
27076,no
37597,yes
31970,no
20164,no
44603,no
10052,no
40001,yes
4362,no
45332,yes
51762,no
35742,no
34899,no
5064,yes
21090,no
25925,no
13100,yes
28497,no
24757,no
54023,no
33916,no
18517,no
31005,no
45983,no
49003,no
10855,no
8427,no
9323,no
26644,no
43804,no
14660,no
35422,no
38652,no
49775,no
5879,yes
48914,no
33165,no
31436,yes
27852,no
2429,no
1191,no
45547,no
12818,yes
47709,yes
293,no
8811,no
44289,no
23089,yes
42714,no
13058,yes
1386,no
3713,no
48430,no
43138,no
34513,yes
34432,no
13654,no
12191,no
18935,no
11422,yes
3462,no
28133,no
25400,yes
12222,no
36973,no
44691,yes
40007,no
41068,yes
33790,no
49297,no
17117,no
26314,no
9437,no
8790,yes
51902,no
27087,no
19586,no
3647,no
459,no
50211,no
26366,no
11339,yes
38493,yes
43139,no
41371,yes
18926,no
1584,yes
38917,yes
46570,no
25377,no
45355,no
39439,no
23253,no
22866,no
15657,no
15732,no
19346,no
40655,no
39282,no
19407,no
27899,yes
54238,no
12166,no
20145,yes
31606,yes
23125,no
31488,no
50415,no
4518,yes
15906,yes
12103,yes
20910,no
27147,no
9775,no
42086,yes
23053,yes
14668,yes
25730,no
54625,no
41248,no
21182,no
22359,no
5383,yes
53515,no
35529,yes
31665,yes
54316,no
3127,yes
8750,yes
22768,yes
34823,yes
47812,no
53497,no
