Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
298,Terance Mann,SG,26,LAC,74,35,23.0,3.4,6.5,.526,0.9,2.4,.388,2.5,4.1,.607,.597,1.2,1.5,.782,1.0,2.5,3.5,2.3,0.5,0.3,1.0,1.8,9.0,mannte01
299,Tre Mann,PG,21,OKC,61,4,17.9,3.0,7.7,.388,1.3,4.0,.316,1.7,3.7,.466,.470,0.6,0.8,.740,0.4,1.9,2.3,1.7,0.6,0.2,0.9,1.5,7.8,manntr01
300,Boban Marjanović,C,34,HOU,26,0,5.0,1.3,1.8,.688,0.0,0.0,.000,1.3,1.8,.702,.688,0.7,0.9,.750,0.6,1.2,1.8,0.3,0.2,0.0,0.5,0.2,3.2,marjabo01
301,Lauri Markkanen,SF,25,UTA,64,64,34.4,8.7,17.2,.505,3.1,7.7,.400,5.6,9.5,.591,.595,5.2,6.0,.871,2.0,6.7,8.6,1.9,0.6,0.6,1.9,2.1,25.7,markkla01
302,Naji Marshall,SF,25,NOP,69,21,24.4,3.4,7.7,.435,0.9,3.1,.308,2.4,4.7,.519,.496,1.9,2.3,.795,0.6,3.1,3.7,2.5,0.7,0.2,1.3,1.5,9.5,marshna01
303,Caleb Martin,PF,27,MIA,64,49,29.6,3.7,7.9,.464,1.3,3.5,.371,2.4,4.5,.537,.545,1.3,1.7,.802,1.3,3.7,5.0,1.6,1.0,0.5,1.1,2.1,10.0,martica02
304,Cody Martin,SF,27,CHO,7,0,19.1,2.0,5.1,.389,0.4,2.0,.214,1.6,3.1,.500,.431,0.6,1.0,.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0,martico01
305,Kenyon Martin Jr.,SF,22,HOU,74,41,27.6,4.9,8.7,.568,0.8,2.7,.310,4.1,6.0,.685,.616,1.8,2.7,.678,1.5,4.0,5.5,1.5,0.5,0.4,1.1,1.8,12.6,martike04
306,Tyrese Martin,SG,23,ATL,13,0,3.5,0.5,1.2,.375,0.1,0.4,.200,0.4,0.8,.455,.406,0.2,0.2,1.000,0.2,0.3,0.5,0.0,0.1,0.0,0.1,0.2,1.2,martity01
307,Garrison Mathews,SG,26,TOT,51,0,12.8,1.3,3.6,.366,1.2,3.3,.353,0.2,0.4,.474,.524,0.8,0.9,.896,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.7,mathega01
307,Garrison Mathews,SG,26,HOU,45,0,13.4,1.3,3.8,.353,1.2,3.4,.342,0.2,0.3,.467,.509,0.9,1.0,.911,0.2,1.2,1.4,0.5,0.5,0.1,0.4,1.2,4.8,mathega01
307,Garrison Mathews,SG,26,ATL,6,0,8.7,1.3,2.7,.500,1.0,2.0,.500,0.3,0.7,.500,.688,0.3,0.5,.667,0.0,1.2,1.2,0.3,0.2,0.0,0.2,0.7,4.0,mathega01
308,Bennedict Mathurin,SF,20,IND,71,10,27.7,5.2,12.0,.431,1.3,4.0,.323,3.9,8.0,.486,.485,4.6,5.6,.828,1.1,2.8,3.9,1.4,0.6,0.1,1.8,2.0,16.3,mathube01
309,Wesley Matthews,SG,36,MIL,44,0,15.4,1.0,3.0,.344,0.8,2.4,.324,0.3,0.6,.423,.473,0.4,0.5,.864,0.7,1.5,2.2,0.6,0.4,0.3,0.4,1.4,3.3,matthwe02
310,Tyrese Maxey,SG,22,PHI,55,36,33.4,7.4,15.4,.478,2.6,6.2,.428,4.7,9.3,.511,.563,3.0,3.6,.842,0.4,2.5,2.9,3.5,0.8,0.1,1.3,2.2,20.4,maxeyty01
311,Miles McBride,PG,22,NYK,58,2,11.7,1.2,3.3,.360,0.7,2.1,.311,0.5,1.2,.448,.460,0.4,0.7,.684,0.2,0.6,0.8,1.1,0.6,0.1,0.4,0.9,3.4,mcbrimi01
312,CJ McCollum,SG,31,NOP,67,67,35.1,7.8,18.0,.436,2.8,7.3,.384,5.0,10.7,.471,.514,2.5,3.2,.788,0.8,3.7,4.5,5.9,0.9,0.5,2.5,2.0,21.0,mccolcj01
313,T.J. McConnell,PG,30,IND,70,6,20.1,3.5,6.7,.528,0.3,0.8,.426,3.2,5.9,.541,.553,0.8,0.9,.841,0.6,2.4,3.0,5.1,1.1,0.1,1.9,1.3,8.1,mccontj01
314,Jaden McDaniels,SF,22,MIN,71,71,30.9,4.7,9.1,.519,1.4,3.4,.395,3.4,5.7,.593,.593,1.4,1.9,.756,1.3,2.7,4.0,2.0,0.9,1.0,1.4,3.5,12.3,mcdanja02
315,Jalen McDaniels,SF,25,TOT,72,22,24.2,3.5,7.8,.450,0.9,3.0,.315,2.6,4.8,.535,.511,1.5,1.8,.832,0.8,3.7,4.4,1.7,1.0,0.4,1.2,2.7,9.5,mcdanja01
315,Jalen McDaniels,SF,25,CHO,56,21,26.7,3.9,8.8,.447,1.2,3.6,.322,2.8,5.2,.534,.513,1.6,1.9,.846,0.8,4.0,4.8,2.0,1.2,0.5,1.4,2.8,10.6,mcdanja01
315,Jalen McDaniels,SF,25,PHI,16,1,15.3,1.9,4.1,.470,0.2,0.9,.214,1.8,3.3,.538,.492,1.3,1.7,.778,0.8,2.3,3.1,0.6,0.4,0.1,0.5,2.4,5.4,mcdanja01
316,Doug McDermott,SF,31,SAS,61,0,20.6,3.7,8.0,.462,1.9,4.6,.423,1.8,3.5,.514,.582,0.7,1.0,.729,0.3,1.9,2.2,1.5,0.2,0.1,1.0,1.8,10.1,mcderdo01
317,JaVale McGee,C,35,DAL,37,7,8.0,1.8,2.9,.607,0.0,0.1,.250,1.7,2.8,.621,.612,0.5,0.9,.588,0.8,1.8,2.5,0.3,0.1,0.6,0.9,1.2,4.1,mcgeeja01
318,Bryce McGowens,SG,20,CHO,39,1,15.0,1.2,3.4,.358,0.4,1.3,.288,0.8,2.1,.402,.414,1.0,1.2,.792,0.4,1.3,1.7,0.9,0.3,0.2,0.7,0.9,3.8,mcgowbr01
319,Rodney McGruder,SG,31,DET,32,12,16.4,1.9,4.8,.408,1.3,3.0,.423,0.7,1.7,.382,.543,0.6,0.7,.818,0.6,1.7,2.3,0.9,0.5,0.0,0.3,1.2,5.7,mcgruro01
320,Jordan McLaughlin,PG,26,MIN,36,0,15.9,1.5,3.6,.426,0.5,1.9,.265,1.0,1.7,.607,.496,0.3,0.4,.786,0.4,1.1,1.5,3.3,0.9,0.1,0.8,0.6,3.9,mclaujo01
321,De'Anthony Melton,PG,24,PHI,71,55,28.1,3.7,8.5,.432,2.1,5.3,.398,1.6,3.2,.487,.555,0.9,1.1,.808,0.9,3.3,4.2,2.6,1.7,0.5,1.3,2.5,10.4,meltode01
322,Sam Merrill,SG,26,CLE,2,0,4.0,0.5,1.5,.333,0.0,1.0,.000,0.5,0.5,1.000,.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,merrisa01
323,Chimezie Metu,C,25,SAC,61,0,10.6,2.0,3.3,.593,0.1,0.6,.243,1.8,2.7,.671,.615,0.7,1.0,.759,0.7,2.3,3.0,0.7,0.3,0.3,0.5,1.3,4.8,metuch01
324,Khris Middleton,SF,31,MIL,29,15,24.4,5.3,12.2,.433,1.6,4.9,.324,3.7,7.3,.507,.499,2.7,3.0,.898,0.8,3.4,4.2,5.0,0.8,0.2,2.3,2.1,14.9,middlkh01
325,Patty Mills,PG,34,BRK,38,1,13.6,2.1,5.1,.420,1.2,3.2,.382,0.9,1.8,.486,.541,0.6,0.6,.913,0.2,0.9,1.1,1.4,0.4,0.1,0.7,0.7,6.1,millspa02
326,Shake Milton,SG,26,PHI,70,9,20.3,3.1,6.4,.489,0.8,1.9,.396,2.4,4.5,.528,.548,1.3,1.5,.850,0.5,2.0,2.5,2.9,0.3,0.2,1.2,1.6,8.3,miltosh01
327,Josh Minott,SF,20,MIN,14,0,6.6,1.3,2.4,.529,0.1,0.4,.333,1.1,2.0,.571,.559,0.6,0.6,1.000,0.4,1.4,1.8,0.3,0.3,0.4,0.2,0.7,3.3,minotjo01
328,Davion Mitchell,PG,24,SAC,73,8,18.1,2.3,5.0,.458,0.8,2.5,.322,1.5,2.5,.589,.537,0.3,0.4,.793,0.2,1.2,1.3,2.3,0.5,0.2,0.8,1.4,5.7,mitchda01
329,Donovan Mitchell,SG,26,CLE,63,63,35.5,9.7,20.3,.477,3.5,9.3,.378,6.2,11.0,.560,.563,4.6,5.3,.867,1.0,3.2,4.2,4.5,1.5,0.4,2.6,2.4,27.5,mitchdo01
330,Evan Mobley,PF,21,CLE,73,73,34.4,6.7,12.1,.552,0.3,1.3,.214,6.4,10.7,.595,.564,2.7,4.0,.682,2.3,6.6,9.0,2.7,0.8,1.4,1.9,2.8,16.3,mobleev01
331,Isaiah Mobley,PF,23,CLE,10,0,3.0,0.5,1.0,.500,0.1,0.3,.333,0.4,0.7,.571,.550,0.0,0.0,,0.1,1.1,1.2,0.0,0.1,0.1,0.0,0.2,1.1,mobleis01
332,Chima Moneke,SF,27,SAC,2,0,4.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,1.0,.000,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,monekch01
333,Malik Monk,SG,24,SAC,71,0,22.3,4.6,10.3,.447,1.8,5.1,.356,2.8,5.1,.537,.536,2.5,2.8,.888,0.5,2.2,2.6,3.9,0.6,0.3,1.9,1.6,13.5,monkma01
334,Moses Moody,SG,20,GSW,58,3,12.9,1.6,3.5,.448,0.7,2.1,.341,0.8,1.3,.615,.552,0.6,0.9,.692,0.4,1.2,1.6,0.8,0.3,0.1,0.6,0.8,4.4,moodymo01
335,Xavier Moon,SG,28,LAC,1,0,7.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,moonxa01
336,Wendell Moore Jr.,SG,21,MIN,27,2,5.5,0.6,1.6,.405,0.1,0.6,.118,0.6,0.9,.600,.429,0.1,0.2,.800,0.1,0.5,0.6,0.7,0.3,0.2,0.3,0.5,1.5,moorewe01
337,Ja Morant,PG,23,MEM,55,53,32.1,9.5,20.3,.466,1.6,5.0,.315,7.9,15.4,.514,.504,6.2,8.4,.746,1.1,4.8,5.9,8.1,1.1,0.3,3.3,1.7,26.7,moranja01
338,Marcus Morris,PF,33,LAC,65,65,28.1,4.2,9.9,.426,1.7,4.7,.364,2.5,5.2,.484,.513,1.0,1.3,.782,0.4,3.5,4.0,1.8,0.6,0.3,0.9,2.1,11.2,morrima03
339,Markieff Morris,PF,33,TOT,32,1,9.7,1.2,2.8,.416,0.7,1.7,.407,0.5,1.1,.429,.539,0.3,0.3,1.000,0.4,1.5,1.9,0.8,0.3,0.2,0.5,1.2,3.3,morrima02
339,Markieff Morris,PF,33,BRK,27,1,10.6,1.2,3.0,.402,0.7,1.8,.408,0.5,1.2,.394,.524,0.4,0.4,1.000,0.5,1.7,2.2,0.9,0.3,0.2,0.5,1.2,3.6,morrima02
339,Markieff Morris,PF,33,DAL,5,0,4.8,0.8,1.4,.571,0.4,1.0,.400,0.4,0.4,1.000,.714,0.0,0.0,,0.0,0.6,0.6,0.2,0.2,0.0,0.6,1.0,2.0,morrima02
340,Monte Morris,PG,27,WAS,60,59,27.6,4.0,8.3,.479,1.3,3.3,.390,2.7,5.0,.537,.556,1.1,1.3,.829,0.4,3.0,3.4,5.2,0.7,0.2,1.0,1.3,10.2,morrimo01
341,Trey Murphy III,SF,22,NOP,71,57,30.2,4.7,9.8,.482,2.5,6.1,.410,2.2,3.7,.601,.610,1.8,2.0,.908,0.8,2.9,3.6,1.4,1.1,0.5,0.8,1.9,13.8,murphtr02
342,Dejounte Murray,SG,26,ATL,67,67,36.4,8.3,18.0,.459,1.9,5.4,.350,6.4,12.7,.505,.511,2.1,2.5,.831,0.7,4.7,5.4,6.1,1.5,0.3,2.2,1.4,20.5,murrade01
343,Jamal Murray,PG,25,DEN,60,60,33.0,7.4,16.3,.452,2.6,6.6,.398,4.7,9.7,.489,.533,2.8,3.4,.825,0.8,3.3,4.0,6.2,1.0,0.2,2.2,1.5,20.2,murraja01
344,Keegan Murray,SF,22,SAC,72,70,29.8,4.3,9.7,.449,2.6,6.2,.410,1.8,3.4,.520,.581,0.8,1.1,.756,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2.0,12.0,murrake02
345,Mike Muscala,C,31,TOT,55,7,14.6,2.0,4.6,.437,1.3,3.3,.387,0.7,1.3,.562,.575,0.6,0.7,.780,0.5,2.6,3.1,0.7,0.3,0.4,0.3,1.6,5.9,muscami01
345,Mike Muscala,C,31,OKC,43,5,14.5,2.1,4.7,.438,1.3,3.3,.394,0.8,1.4,.541,.576,0.7,0.9,.795,0.5,2.6,3.1,0.9,0.3,0.4,0.3,1.6,6.2,muscami01
345,Mike Muscala,C,31,BOS,12,2,15.2,1.8,4.3,.431,1.2,3.3,.359,0.7,1.0,.667,.569,0.1,0.2,.500,0.4,2.7,3.1,0.3,0.3,0.3,0.4,1.5,4.9,muscami01
346,Svi Mykhailiuk,SF,25,TOT,25,1,9.2,1.3,2.8,.451,0.9,1.8,.500,0.4,1.1,.370,.606,0.4,0.8,.550,0.2,0.7,0.9,0.6,0.2,0.0,0.4,0.5,3.9,mykhasv01
346,Svi Mykhailiuk,SF,25,NYK,13,0,3.1,0.5,0.9,.500,0.5,0.8,.600,0.0,0.2,.000,.750,0.2,0.4,.600,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6,mykhasv01
346,Svi Mykhailiuk,SF,25,CHO,12,1,15.9,2.2,4.9,.441,1.3,2.8,.471,0.8,2.1,.400,.576,0.7,1.3,.533,0.3,0.9,1.3,1.1,0.3,0.1,0.6,0.9,6.3,mykhasv01
347,Larry Nance Jr.,PF,30,NOP,57,1,21.2,3.0,4.9,.614,0.2,0.7,.350,2.7,4.2,.658,.639,0.9,1.3,.685,1.7,3.9,5.6,1.8,0.9,0.6,0.6,2.1,7.1,nancela02
348,Andrew Nembhard,SG,23,IND,68,56,27.2,3.5,8.1,.437,1.2,3.5,.349,2.3,4.5,.506,.514,0.6,0.7,.796,0.4,2.2,2.6,4.1,0.9,0.2,1.6,2.4,8.9,nembhan01
349,Aaron Nesmith,SF,23,IND,66,53,24.6,3.4,8.0,.426,1.5,4.3,.350,1.9,3.7,.514,.520,1.5,1.8,.850,0.8,3.0,3.8,1.3,0.7,0.4,1.1,3.3,9.9,nesmiaa01
350,Raul Neto,PG,30,CLE,45,1,10.0,1.1,2.1,.532,0.3,0.8,.324,0.8,1.3,.667,.596,0.5,0.6,.889,0.2,0.7,0.9,1.4,0.4,0.1,0.4,0.9,3.0,netora01
351,Georges Niang,PF,29,PHI,71,0,19.4,2.8,6.4,.438,2.0,5.0,.399,0.8,1.5,.567,.592,0.5,0.6,.864,0.3,2.1,2.4,1.0,0.4,0.2,0.7,1.9,8.2,niangge01
352,Daishen Nix,PG,20,HOU,50,7,16.7,1.5,4.4,.353,0.8,2.6,.305,0.8,1.8,.422,.443,0.5,0.7,.667,0.3,1.5,1.8,2.5,0.6,0.1,1.5,1.1,4.3,nixda01
353,Zeke Nnaji,PF,22,DEN,47,5,13.2,1.9,3.3,.580,0.3,1.0,.283,1.7,2.4,.703,.621,0.8,1.2,.672,1.2,1.2,2.4,0.3,0.3,0.4,0.5,1.9,5.0,nnajize01
354,Nerlens Noel,C,28,TOT,17,4,11.5,0.8,2.1,.361,0.1,0.1,.500,0.7,2.0,.353,.375,0.5,0.7,.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1,noelne01
354,Nerlens Noel,C,28,DET,14,3,10.9,0.9,2.1,.400,0.1,0.1,.500,0.8,2.0,.393,.417,0.5,0.7,.700,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3,noelne01
354,Nerlens Noel,C,28,BRK,3,1,14.3,0.3,2.0,.167,0.0,0.0,,0.3,2.0,.167,.167,0.3,0.7,.500,1.0,2.0,3.0,1.0,1.0,0.3,1.7,2.3,1.0,noelne01
355,Jaylen Nowell,SG,23,MIN,64,2,19.3,4.3,9.6,.446,1.0,3.6,.288,3.3,6.0,.540,.500,1.2,1.5,.784,0.5,2.1,2.6,2.0,0.7,0.1,1.0,1.5,10.8,nowelja01
356,Frank Ntilikina,PG,24,DAL,44,3,11.8,0.9,2.5,.364,0.3,1.3,.241,0.6,1.2,.500,.427,0.4,0.6,.680,0.1,1.1,1.3,1.1,0.3,0.1,0.6,1.3,2.5,ntilila01
357,Kendrick Nunn,SG-PG,27,TOT,62,2,13.3,2.5,6.0,.420,1.0,3.0,.339,1.5,3.0,.500,.504,0.5,0.5,.848,0.2,1.2,1.4,1.1,0.4,0.0,0.8,0.8,6.5,nunnke01
357,Kendrick Nunn,SG,27,LAL,39,2,13.5,2.6,6.4,.406,1.1,3.2,.325,1.6,3.2,.488,.488,0.4,0.5,.810,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7,nunnke01
357,Kendrick Nunn,PG,27,WAS,23,0,12.9,2.3,5.1,.449,0.9,2.5,.368,1.4,2.7,.525,.538,0.5,0.5,.917,0.3,1.1,1.4,1.6,0.5,0.0,0.9,0.7,6.0,nunnke01
358,Jusuf Nurkić,C,28,POR,52,52,26.8,5.0,9.7,.519,0.8,2.3,.361,4.2,7.4,.567,.561,2.4,3.7,.661,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3,nurkiju01
359,Jordan Nwora,SF,24,TOT,55,7,17.9,2.8,6.5,.435,1.3,3.1,.415,1.5,3.4,.452,.533,1.0,1.3,.803,0.8,2.7,3.5,1.3,0.4,0.2,1.0,1.1,8.0,nworajo01
359,Jordan Nwora,SF,24,MIL,38,3,15.7,2.0,5.2,.386,1.1,2.7,.392,0.9,2.5,.379,.487,1.0,1.1,.860,0.8,2.3,3.1,1.0,0.3,0.2,0.9,0.9,6.0,nworajo01
359,Jordan Nwora,SF,24,IND,17,4,22.7,4.7,9.5,.494,1.8,4.1,.449,2.9,5.5,.527,.590,1.2,1.6,.714,0.8,3.5,4.4,2.0,0.6,0.3,1.3,1.5,12.4,nworajo01
360,Royce O'Neale,SF,29,BRK,70,52,31.9,3.0,7.8,.389,2.1,5.4,.394,0.9,2.4,.380,.527,0.7,1.0,.731,0.8,4.3,5.1,3.6,0.9,0.7,1.5,3.1,8.9,onealro01
361,Chuma Okeke,SF,24,ORL,22,7,18.8,1.5,4.2,.366,0.9,3.0,.308,0.6,1.3,.500,.473,0.7,1.0,.762,1.0,2.6,3.5,1.2,0.5,0.4,0.5,1.6,4.7,okekech01
362,Josh Okogie,SG,24,PHO,64,18,17.8,2.2,5.6,.393,0.9,2.7,.327,1.3,2.9,.452,.471,1.9,2.5,.735,1.5,1.8,3.3,1.4,0.8,0.5,0.9,1.6,7.1,okogijo01
363,Onyeka Okongwu,C,22,ATL,72,17,23.3,3.9,6.2,.637,0.0,0.1,.250,3.9,6.0,.644,.639,1.8,2.3,.757,2.8,4.5,7.2,1.0,0.7,1.3,1.0,3.2,9.6,okongon01
364,Isaac Okoro,SF,22,CLE,75,45,21.9,2.3,4.7,.493,0.8,2.3,.363,1.5,2.4,.615,.581,1.0,1.3,.752,0.7,1.8,2.5,1.2,0.7,0.4,0.5,2.1,6.5,okorois01
365,KZ Okpala,PF,23,SAC,35,3,7.1,0.5,1.1,.421,0.2,0.6,.333,0.3,0.5,.529,.513,0.2,0.2,.875,0.2,0.8,1.0,0.4,0.2,0.2,0.2,1.1,1.3,okpalkz01
366,Victor Oladipo,SG,30,MIA,38,1,26.7,3.6,9.2,.391,1.5,4.7,.315,2.1,4.5,.471,.471,1.4,1.9,.761,0.4,2.8,3.2,3.4,1.4,0.3,1.9,2.3,10.1,oladivi01
367,Kelly Olynyk,C,31,UTA,62,62,28.3,4.0,8.1,.494,1.4,3.5,.390,2.6,4.6,.574,.579,2.9,3.4,.856,1.2,4.6,5.9,3.5,0.9,0.5,2.3,3.5,12.3,olynyke01
368,Eugene Omoruyi,SF,25,TOT,34,5,15.2,2.4,5.3,.453,0.4,1.8,.233,2.0,3.6,.562,.492,0.9,1.4,.653,1.1,1.7,2.8,0.6,0.7,0.1,0.7,2.3,6.2,omorueu01
368,Eugene Omoruyi,SF,25,OKC,23,2,11.8,1.9,4.1,.468,0.3,1.3,.258,1.6,2.7,.571,.511,0.7,1.2,.607,1.0,1.3,2.3,0.5,0.6,0.0,0.7,2.0,4.9,omorueu01
368,Eugene Omoruyi,SF,25,DET,11,3,22.4,3.5,7.9,.437,0.5,2.6,.207,2.9,5.3,.552,.471,1.4,1.9,.714,1.5,2.5,3.9,0.9,0.8,0.3,0.8,3.0,8.8,omorueu01
369,Cedi Osman,SF,27,CLE,70,0,20.7,3.2,7.0,.455,1.5,4.1,.366,1.7,2.9,.581,.562,1.0,1.4,.684,0.3,2.0,2.3,1.5,0.5,0.1,0.7,1.6,8.8,osmande01
370,Kelly Oubre Jr.,SF,27,CHO,48,40,32.3,7.4,17.1,.431,2.3,7.1,.319,5.1,10.0,.510,.497,3.3,4.3,.760,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3,oubreke01
371,Chris Paul,PG,37,PHO,53,53,31.9,4.9,11.2,.434,1.5,4.2,.364,3.3,7.0,.477,.503,2.4,2.8,.828,0.4,3.9,4.3,9.1,1.6,0.4,1.9,2.2,13.6,paulch01
372,Cameron Payne,PG,28,PHO,42,14,21.1,4.1,9.8,.417,1.5,4.1,.372,2.5,5.7,.450,.495,1.0,1.4,.746,0.3,2.0,2.3,4.7,0.7,0.2,1.9,1.9,10.7,payneca01
373,Gary Payton II,PG,30,POR,15,1,17.0,1.6,2.7,.585,0.6,1.1,.529,1.0,1.6,.625,.695,0.3,0.3,1.000,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1,paytoga02
374,Theo Pinson,SG,27,DAL,37,0,6.6,0.5,1.6,.328,0.4,1.2,.341,0.1,0.5,.294,.451,0.2,0.3,.818,0.2,0.9,1.1,0.8,0.1,0.0,0.2,0.6,1.7,pinsoth01
375,Scotty Pippen Jr.,PG,22,LAL,6,0,5.3,0.7,2.0,.333,0.2,0.5,.333,0.5,1.5,.333,.375,0.8,1.5,.556,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3,pippesc02
376,Mason Plumlee,C,32,TOT,72,60,26.7,4.3,6.3,.676,0.0,0.0,,4.3,6.3,.676,.676,2.7,4.3,.631,3.0,6.3,9.3,3.2,0.6,0.6,1.5,2.7,11.2,plumlma01
376,Mason Plumlee,C,32,CHO,56,56,28.5,4.7,7.1,.669,0.0,0.0,,4.7,7.1,.669,.669,2.8,4.6,.605,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2,plumlma01
376,Mason Plumlee,C,32,LAC,16,4,20.5,2.6,3.6,.724,0.0,0.0,,2.6,3.6,.724,.724,2.4,3.1,.760,1.9,6.3,8.1,1.7,0.6,0.6,1.4,2.3,7.6,plumlma01
377,Jakob Poeltl,C,27,TOT,64,63,26.8,5.5,8.7,.634,0.0,0.0,.000,5.5,8.7,.636,.634,1.8,3.0,.601,3.3,5.9,9.1,2.9,1.0,1.3,1.8,2.8,12.9,poeltja01
377,Jakob Poeltl,C,27,SAS,46,46,26.1,5.2,8.4,.616,0.0,0.0,.000,5.2,8.4,.618,.616,1.7,2.8,.605,3.3,5.7,9.0,3.1,0.8,1.1,2.1,2.6,12.1,poeltja01
377,Jakob Poeltl,C,27,TOR,18,17,28.7,6.4,9.4,.676,0.0,0.0,,6.4,9.4,.676,.676,2.1,3.6,.594,3.2,6.2,9.4,2.4,1.4,1.6,1.1,3.3,14.9,poeltja01
378,Aleksej Pokusevski,PF,21,OKC,31,25,21.8,3.5,7.8,.440,1.2,3.3,.376,2.2,4.6,.486,.519,0.7,1.1,.636,1.5,3.6,5.1,2.0,0.6,1.3,1.3,1.8,8.8,pokusal01
379,Jordan Poole,PG,23,GSW,75,42,30.5,6.7,15.7,.427,2.6,7.8,.332,4.1,7.9,.521,.510,4.3,4.9,.873,0.4,2.3,2.7,4.6,0.8,0.2,3.1,2.6,20.3,poolejo01
380,Kevin Porter Jr.,PG,22,HOU,52,52,34.0,6.5,14.8,.436,2.2,6.3,.350,4.3,8.5,.500,.510,3.5,4.5,.778,1.3,4.2,5.6,5.9,1.3,0.3,3.3,2.6,18.6,porteke02
381,Michael Porter Jr.,SF,24,DEN,57,57,29.0,6.4,12.9,.493,3.0,7.2,.422,3.4,5.8,.581,.609,1.6,1.9,.811,1.0,4.5,5.4,1.1,0.6,0.5,1.1,2.0,17.3,portemi01
382,Otto Porter Jr.,SF,29,TOR,8,2,18.3,1.9,3.8,.500,0.8,2.1,.353,1.1,1.6,.692,.600,1.0,1.0,1.000,0.8,1.6,2.4,1.0,1.4,0.0,0.5,0.9,5.5,porteot01
383,Bobby Portis,PF,27,MIL,63,19,25.9,5.6,11.3,.496,1.2,3.5,.339,4.4,7.8,.565,.548,1.3,1.7,.778,2.2,7.3,9.5,1.6,0.4,0.2,1.2,1.6,13.7,portibo01
384,Kristaps Porziņģis,C,27,WAS,63,63,32.6,7.7,15.6,.494,2.1,5.5,.378,5.6,10.1,.557,.560,5.5,6.5,.851,1.8,6.6,8.4,2.6,0.9,1.6,2.1,3.1,23.0,porzikr01
385,Micah Potter,PF,24,UTA,4,0,6.0,1.3,1.8,.714,0.3,0.5,.500,1.0,1.3,.800,.786,0.0,0.0,,0.3,0.5,0.8,0.8,0.0,0.0,0.0,0.8,2.8,pottemi01
386,Dwight Powell,C,31,DAL,69,57,19.9,2.7,3.8,.730,0.0,0.1,.000,2.7,3.7,.744,.730,1.6,2.3,.679,2.0,2.3,4.3,0.9,0.7,0.4,0.9,2.8,7.1,poweldw01
387,Norman Powell,SG,29,LAC,54,7,25.8,5.5,11.7,.475,2.0,4.9,.410,3.5,6.7,.522,.561,3.6,4.4,.803,0.4,2.6,2.9,1.8,0.8,0.3,1.6,2.0,16.6,powelno01
388,Jason Preston,PG,23,LAC,13,0,9.4,1.4,3.2,.439,0.4,1.4,.278,1.0,1.8,.565,.500,0.0,0.2,.000,0.2,1.5,1.7,2.1,0.2,0.0,0.8,0.5,3.2,prestja01
389,Joshua Primo,SG,20,SAS,4,0,23.3,2.3,6.5,.346,0.8,3.0,.250,1.5,3.5,.429,.404,1.8,2.3,.778,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2.0,7.0,primojo01
390,Taurean Prince,SF,28,MIN,48,4,22.0,3.3,6.8,.482,1.4,3.5,.399,1.9,3.3,.569,.584,1.1,1.3,.855,0.3,2.1,2.4,1.6,0.5,0.3,1.4,2.3,9.1,princta02
391,Payton Pritchard,PG,25,BOS,45,2,12.5,1.8,4.6,.390,0.9,2.8,.331,0.8,1.7,.487,.493,0.2,0.3,.733,0.5,1.0,1.5,1.0,0.3,0.0,0.7,0.8,4.7,pritcpa01
392,Trevelin Queen,SG,25,IND,7,0,10.0,1.0,4.1,.241,0.3,2.1,.133,0.7,2.0,.357,.276,0.7,0.7,1.000,1.1,1.3,2.4,0.9,0.3,0.7,1.0,0.6,3.0,queentr01
393,Neemias Queta,C,23,SAC,4,0,6.3,1.5,2.0,.750,0.0,0.0,,1.5,2.0,.750,.750,0.0,0.5,.000,1.0,1.3,2.3,0.3,0.0,0.3,0.3,1.8,3.0,quetane01
394,Immanuel Quickley,PG,23,NYK,74,16,28.5,4.8,10.9,.439,1.9,5.4,.354,2.9,5.5,.521,.525,2.3,2.8,.829,0.7,3.4,4.1,3.2,0.9,0.2,1.1,2.0,13.7,quickim01
