id,satisfaction
86968,neutral or dissatisfied
96049,neutral or dissatisfied
81166,satisfied
9430,satisfied
57414,satisfied
3571,neutral or dissatisfied
44936,satisfied
84259,satisfied
71936,satisfied
104549,satisfied
78688,neutral or dissatisfied
129181,satisfied
51423,neutral or dissatisfied
36972,satisfied
117573,satisfied
94986,neutral or dissatisfied
108785,satisfied
128031,satisfied
41159,neutral or dissatisfied
36833,satisfied
105262,satisfied
30409,neutral or dissatisfied
54280,satisfied
19,neutral or dissatisfied
108289,neutral or dissatisfied
17880,neutral or dissatisfied
93230,neutral or dissatisfied
25075,neutral or dissatisfied
27828,neutral or dissatisfied
81694,neutral or dissatisfied
70760,neutral or dissatisfied
65521,satisfied
86885,neutral or dissatisfied
44866,neutral or dissatisfied
31527,neutral or dissatisfied
76268,neutral or dissatisfied
51069,neutral or dissatisfied
36228,neutral or dissatisfied
94990,satisfied
7262,neutral or dissatisfied
8716,neutral or dissatisfied
26732,neutral or dissatisfied
118522,neutral or dissatisfied
125497,satisfied
50271,neutral or dissatisfied
96020,neutral or dissatisfied
5949,neutral or dissatisfied
14429,neutral or dissatisfied
64659,neutral or dissatisfied
123663,satisfied
112168,neutral or dissatisfied
59523,satisfied
84608,neutral or dissatisfied
89183,neutral or dissatisfied
105776,neutral or dissatisfied
111951,neutral or dissatisfied
13411,satisfied
64456,neutral or dissatisfied
80048,neutral or dissatisfied
76487,satisfied
103710,neutral or dissatisfied
113740,neutral or dissatisfied
103483,neutral or dissatisfied
50423,satisfied
100520,neutral or dissatisfied
24740,neutral or dissatisfied
79159,neutral or dissatisfied
65094,neutral or dissatisfied
51294,neutral or dissatisfied
122177,neutral or dissatisfied
70101,satisfied
105698,neutral or dissatisfied
26611,neutral or dissatisfied
56860,neutral or dissatisfied
80812,satisfied
26074,satisfied
120280,satisfied
60330,neutral or dissatisfied
83333,satisfied
112756,satisfied
45862,satisfied
105729,satisfied
67051,neutral or dissatisfied
86978,satisfied
128395,neutral or dissatisfied
85008,neutral or dissatisfied
50566,satisfied
127753,neutral or dissatisfied
20628,neutral or dissatisfied
61469,satisfied
48869,satisfied
15779,neutral or dissatisfied
72494,neutral or dissatisfied
109760,neutral or dissatisfied
122998,satisfied
40493,neutral or dissatisfied
52135,satisfied
77172,satisfied
64591,satisfied
91964,neutral or dissatisfied
44611,neutral or dissatisfied
114955,neutral or dissatisfied
61499,neutral or dissatisfied
60677,neutral or dissatisfied
81722,neutral or dissatisfied
73204,neutral or dissatisfied
93853,neutral or dissatisfied
6207,satisfied
63225,satisfied
101010,satisfied
6875,satisfied
118826,neutral or dissatisfied
14645,neutral or dissatisfied
43486,neutral or dissatisfied
37611,neutral or dissatisfied
27568,neutral or dissatisfied
16311,satisfied
102196,satisfied
66148,neutral or dissatisfied
55164,neutral or dissatisfied
78389,neutral or dissatisfied
34970,satisfied
54534,neutral or dissatisfied
24978,neutral or dissatisfied
45536,neutral or dissatisfied
84344,satisfied
105353,neutral or dissatisfied
105526,satisfied
73817,satisfied
32715,neutral or dissatisfied
69267,neutral or dissatisfied
10234,satisfied
80288,neutral or dissatisfied
5339,satisfied
38845,neutral or dissatisfied
87482,neutral or dissatisfied
109475,neutral or dissatisfied
9472,satisfied
70170,neutral or dissatisfied
98212,neutral or dissatisfied
68431,satisfied
9330,neutral or dissatisfied
59584,neutral or dissatisfied
77683,satisfied
58222,neutral or dissatisfied
39358,satisfied
68840,satisfied
112831,satisfied
79507,satisfied
3617,satisfied
15060,neutral or dissatisfied
97307,satisfied
111472,neutral or dissatisfied
78574,neutral or dissatisfied
7640,satisfied
69786,neutral or dissatisfied
116685,neutral or dissatisfied
74375,satisfied
89077,satisfied
60658,satisfied
80082,neutral or dissatisfied
63288,satisfied
703,neutral or dissatisfied
14697,satisfied
59713,satisfied
95606,neutral or dissatisfied
46958,neutral or dissatisfied
16217,neutral or dissatisfied
16966,neutral or dissatisfied
93551,satisfied
76528,satisfied
35958,neutral or dissatisfied
10069,neutral or dissatisfied
103719,neutral or dissatisfied
122990,satisfied
76406,satisfied
108306,satisfied
70504,neutral or dissatisfied
110652,neutral or dissatisfied
26323,neutral or dissatisfied
121740,neutral or dissatisfied
1448,satisfied
37798,neutral or dissatisfied
37791,satisfied
19864,neutral or dissatisfied
72240,neutral or dissatisfied
110151,neutral or dissatisfied
94359,satisfied
120849,satisfied
74662,neutral or dissatisfied
92828,satisfied
816,satisfied
115998,neutral or dissatisfied
5349,neutral or dissatisfied
48074,neutral or dissatisfied
123705,neutral or dissatisfied
67365,satisfied
41908,neutral or dissatisfied
2121,satisfied
25470,neutral or dissatisfied
93832,satisfied
112882,satisfied
40409,neutral or dissatisfied
66810,satisfied
105247,neutral or dissatisfied
32523,satisfied
32012,neutral or dissatisfied
87151,neutral or dissatisfied
100093,neutral or dissatisfied
112031,satisfied
8820,neutral or dissatisfied
95865,satisfied
73518,satisfied
31190,neutral or dissatisfied
74480,satisfied
54797,neutral or dissatisfied
26271,neutral or dissatisfied
38733,neutral or dissatisfied
121441,satisfied
21142,neutral or dissatisfied
10249,neutral or dissatisfied
30769,satisfied
109142,neutral or dissatisfied
85640,neutral or dissatisfied
96764,neutral or dissatisfied
111505,neutral or dissatisfied
119201,neutral or dissatisfied
51533,satisfied
129213,satisfied
2628,satisfied
64100,neutral or dissatisfied
96805,neutral or dissatisfied
3098,neutral or dissatisfied
84394,satisfied
99312,neutral or dissatisfied
54510,satisfied
111460,neutral or dissatisfied
96505,neutral or dissatisfied
64125,neutral or dissatisfied
25959,satisfied
59082,neutral or dissatisfied
24428,neutral or dissatisfied
41373,satisfied
74220,neutral or dissatisfied
72221,neutral or dissatisfied
92104,neutral or dissatisfied
81135,neutral or dissatisfied
13520,satisfied
80690,neutral or dissatisfied
98045,satisfied
96591,neutral or dissatisfied
28751,satisfied
70213,neutral or dissatisfied
55289,neutral or dissatisfied
127564,satisfied
105285,satisfied
116376,neutral or dissatisfied
32015,satisfied
35171,satisfied
94659,neutral or dissatisfied
5057,neutral or dissatisfied
108831,neutral or dissatisfied
53256,neutral or dissatisfied
103216,satisfied
94123,satisfied
52695,neutral or dissatisfied
29657,neutral or dissatisfied
106681,neutral or dissatisfied
52085,neutral or dissatisfied
73342,satisfied
78623,satisfied
105335,satisfied
93141,neutral or dissatisfied
105110,satisfied
120315,satisfied
100042,satisfied
71399,neutral or dissatisfied
14486,neutral or dissatisfied
120866,neutral or dissatisfied
126490,neutral or dissatisfied
44770,satisfied
67809,neutral or dissatisfied
48430,neutral or dissatisfied
54130,satisfied
101697,neutral or dissatisfied
35950,neutral or dissatisfied
27361,satisfied
25698,neutral or dissatisfied
125731,satisfied
113720,neutral or dissatisfied
83084,satisfied
127079,neutral or dissatisfied
109941,satisfied
39027,neutral or dissatisfied
15859,satisfied
8937,satisfied
7739,satisfied
111443,satisfied
8464,neutral or dissatisfied
20510,neutral or dissatisfied
4230,satisfied
10687,satisfied
7209,satisfied
87937,neutral or dissatisfied
80717,neutral or dissatisfied
107848,neutral or dissatisfied
129853,neutral or dissatisfied
54049,satisfied
63871,neutral or dissatisfied
94821,neutral or dissatisfied
123602,neutral or dissatisfied
51454,neutral or dissatisfied
86203,neutral or dissatisfied
77867,neutral or dissatisfied
54291,neutral or dissatisfied
16215,neutral or dissatisfied
41883,neutral or dissatisfied
11860,neutral or dissatisfied
28839,satisfied
3288,neutral or dissatisfied
113627,neutral or dissatisfied
110852,satisfied
54371,satisfied
4030,neutral or dissatisfied
25799,neutral or dissatisfied
28169,neutral or dissatisfied
111915,satisfied
4548,satisfied
115880,neutral or dissatisfied
34748,neutral or dissatisfied
7280,neutral or dissatisfied
106732,satisfied
63125,satisfied
8377,neutral or dissatisfied
115840,satisfied
82526,neutral or dissatisfied
109714,satisfied
12365,neutral or dissatisfied
115584,neutral or dissatisfied
44054,satisfied
78784,neutral or dissatisfied
27158,neutral or dissatisfied
121686,neutral or dissatisfied
5760,neutral or dissatisfied
104360,neutral or dissatisfied
45504,neutral or dissatisfied
89880,satisfied
64039,satisfied
100798,satisfied
70573,neutral or dissatisfied
123439,satisfied
124963,satisfied
57789,neutral or dissatisfied
47322,neutral or dissatisfied
59677,neutral or dissatisfied
97291,neutral or dissatisfied
44409,neutral or dissatisfied
62543,satisfied
80669,neutral or dissatisfied
99791,satisfied
114477,satisfied
15629,neutral or dissatisfied
114662,satisfied
24254,neutral or dissatisfied
20476,satisfied
45929,neutral or dissatisfied
4345,neutral or dissatisfied
27778,satisfied
43383,neutral or dissatisfied
74396,satisfied
48136,satisfied
112440,satisfied
106803,satisfied
85750,satisfied
108345,neutral or dissatisfied
57045,satisfied
91711,neutral or dissatisfied
65563,satisfied
90116,satisfied
61183,neutral or dissatisfied
96209,neutral or dissatisfied
68294,satisfied
73973,neutral or dissatisfied
41195,satisfied
98799,neutral or dissatisfied
98855,neutral or dissatisfied
64667,neutral or dissatisfied
42127,neutral or dissatisfied
104218,neutral or dissatisfied
128556,satisfied
83883,neutral or dissatisfied
128013,satisfied
75310,satisfied
45576,satisfied
27580,satisfied
4024,neutral or dissatisfied
75782,neutral or dissatisfied
106754,neutral or dissatisfied
112703,neutral or dissatisfied
55692,neutral or dissatisfied
47688,neutral or dissatisfied
9053,satisfied
46862,satisfied
60335,satisfied
53048,neutral or dissatisfied
124043,satisfied
96663,neutral or dissatisfied
75899,satisfied
114748,satisfied
51836,neutral or dissatisfied
22317,neutral or dissatisfied
22104,neutral or dissatisfied
100614,satisfied
22432,satisfied
24543,satisfied
67073,neutral or dissatisfied
15512,neutral or dissatisfied
97992,satisfied
96073,neutral or dissatisfied
79899,neutral or dissatisfied
89461,neutral or dissatisfied
83508,neutral or dissatisfied
97013,neutral or dissatisfied
108083,satisfied
37560,neutral or dissatisfied
20286,neutral or dissatisfied
63821,neutral or dissatisfied
124019,neutral or dissatisfied
10897,neutral or dissatisfied
12516,neutral or dissatisfied
50544,neutral or dissatisfied
36424,satisfied
88591,neutral or dissatisfied
63055,neutral or dissatisfied
86726,neutral or dissatisfied
58692,neutral or dissatisfied
72060,satisfied
122909,neutral or dissatisfied
91754,neutral or dissatisfied
70461,satisfied
25822,neutral or dissatisfied
50262,neutral or dissatisfied
104586,neutral or dissatisfied
32211,neutral or dissatisfied
66755,neutral or dissatisfied
118825,neutral or dissatisfied
83225,satisfied
78054,neutral or dissatisfied
92654,neutral or dissatisfied
125923,neutral or dissatisfied
80779,neutral or dissatisfied
92800,neutral or dissatisfied
64657,satisfied
110939,neutral or dissatisfied
28938,neutral or dissatisfied
40143,satisfied
64548,satisfied
25228,satisfied
38479,neutral or dissatisfied
74485,neutral or dissatisfied
101905,neutral or dissatisfied
79810,neutral or dissatisfied
4842,satisfied
40154,neutral or dissatisfied
77831,neutral or dissatisfied
89899,neutral or dissatisfied
87901,satisfied
99969,neutral or dissatisfied
84879,neutral or dissatisfied
94375,satisfied
126591,satisfied
60321,satisfied
122515,neutral or dissatisfied
68679,neutral or dissatisfied
117763,neutral or dissatisfied
76565,satisfied
129319,satisfied
71538,neutral or dissatisfied
84452,satisfied
116433,neutral or dissatisfied
79071,neutral or dissatisfied
62674,neutral or dissatisfied
18179,neutral or dissatisfied
68631,satisfied
11310,neutral or dissatisfied
38429,neutral or dissatisfied
6117,satisfied
110815,neutral or dissatisfied
15995,neutral or dissatisfied
78551,neutral or dissatisfied
75542,satisfied
49160,satisfied
2022,satisfied
79382,satisfied
48336,neutral or dissatisfied
37634,neutral or dissatisfied
58463,neutral or dissatisfied
40876,neutral or dissatisfied
125625,neutral or dissatisfied
106584,neutral or dissatisfied
105792,satisfied
104139,neutral or dissatisfied
127680,neutral or dissatisfied
90965,neutral or dissatisfied
60310,neutral or dissatisfied
38085,neutral or dissatisfied
60924,satisfied
117068,neutral or dissatisfied
119392,satisfied
30675,satisfied
56604,neutral or dissatisfied
44340,neutral or dissatisfied
10815,neutral or dissatisfied
7821,neutral or dissatisfied
27890,neutral or dissatisfied
71776,satisfied
23687,satisfied
41977,neutral or dissatisfied
118163,satisfied
96916,neutral or dissatisfied
128043,neutral or dissatisfied
75151,neutral or dissatisfied
33256,neutral or dissatisfied
67873,neutral or dissatisfied
96722,neutral or dissatisfied
83271,neutral or dissatisfied
111215,neutral or dissatisfied
69470,neutral or dissatisfied
29809,satisfied
26398,satisfied
88968,neutral or dissatisfied
59094,neutral or dissatisfied
105324,satisfied
100278,satisfied
21323,satisfied
80907,satisfied
22720,satisfied
42099,satisfied
53300,satisfied
24755,neutral or dissatisfied
60856,satisfied
29775,neutral or dissatisfied
54452,satisfied
90198,neutral or dissatisfied
66633,satisfied
70125,satisfied
114714,satisfied
24103,satisfied
122104,neutral or dissatisfied
78738,satisfied
14064,neutral or dissatisfied
15989,satisfied
84842,neutral or dissatisfied
76981,neutral or dissatisfied
84058,neutral or dissatisfied
26820,satisfied
16073,neutral or dissatisfied
25694,satisfied
1812,satisfied
62577,neutral or dissatisfied
63213,neutral or dissatisfied
1378,neutral or dissatisfied
123904,neutral or dissatisfied
41819,neutral or dissatisfied
83973,satisfied
105215,satisfied
6577,neutral or dissatisfied
56803,satisfied
80519,neutral or dissatisfied
506,satisfied
71042,neutral or dissatisfied
4302,neutral or dissatisfied
88046,neutral or dissatisfied
90718,satisfied
82394,neutral or dissatisfied
32805,satisfied
113967,satisfied
23565,satisfied
20673,neutral or dissatisfied
56613,satisfied
103840,satisfied
28791,neutral or dissatisfied
45675,neutral or dissatisfied
44742,neutral or dissatisfied
70506,neutral or dissatisfied
117812,satisfied
84504,neutral or dissatisfied
101839,neutral or dissatisfied
29404,neutral or dissatisfied
664,satisfied
78439,neutral or dissatisfied
23018,neutral or dissatisfied
127085,neutral or dissatisfied
126979,satisfied
104224,neutral or dissatisfied
23203,neutral or dissatisfied
106566,neutral or dissatisfied
35872,neutral or dissatisfied
63542,neutral or dissatisfied
53523,neutral or dissatisfied
123661,neutral or dissatisfied
86261,neutral or dissatisfied
72355,neutral or dissatisfied
80733,satisfied
79698,neutral or dissatisfied
92851,satisfied
125006,satisfied
115845,satisfied
124975,satisfied
115149,satisfied
9826,satisfied
9365,neutral or dissatisfied
68179,neutral or dissatisfied
121894,neutral or dissatisfied
12716,neutral or dissatisfied
59024,satisfied
67634,satisfied
1067,neutral or dissatisfied
35199,satisfied
31941,satisfied
125660,neutral or dissatisfied
62991,satisfied
99782,satisfied
78094,neutral or dissatisfied
67686,neutral or dissatisfied
47714,neutral or dissatisfied
92268,satisfied
30166,neutral or dissatisfied
32483,neutral or dissatisfied
96891,neutral or dissatisfied
35870,neutral or dissatisfied
14707,satisfied
97684,satisfied
41023,satisfied
39369,satisfied
75589,neutral or dissatisfied
124205,neutral or dissatisfied
110076,neutral or dissatisfied
113858,neutral or dissatisfied
121258,neutral or dissatisfied
47253,satisfied
107486,neutral or dissatisfied
110880,neutral or dissatisfied
89225,neutral or dissatisfied
115792,neutral or dissatisfied
61940,neutral or dissatisfied
93471,satisfied
48851,neutral or dissatisfied
110427,neutral or dissatisfied
85075,neutral or dissatisfied
128172,neutral or dissatisfied
45765,neutral or dissatisfied
57864,satisfied
79931,neutral or dissatisfied
16056,neutral or dissatisfied
4685,neutral or dissatisfied
9298,satisfied
109182,neutral or dissatisfied
69103,neutral or dissatisfied
80225,neutral or dissatisfied
91227,neutral or dissatisfied
66736,neutral or dissatisfied
96252,neutral or dissatisfied
90462,neutral or dissatisfied
10681,neutral or dissatisfied
3707,neutral or dissatisfied
122849,neutral or dissatisfied
59543,satisfied
126758,neutral or dissatisfied
98563,neutral or dissatisfied
32361,satisfied
89182,neutral or dissatisfied
86304,satisfied
60136,neutral or dissatisfied
97019,satisfied
21462,satisfied
18043,satisfied
13954,neutral or dissatisfied
50440,satisfied
128201,satisfied
49242,satisfied
95629,neutral or dissatisfied
117985,neutral or dissatisfied
7001,neutral or dissatisfied
71319,satisfied
18894,neutral or dissatisfied
117329,neutral or dissatisfied
42380,neutral or dissatisfied
38872,satisfied
87424,satisfied
55886,satisfied
87930,neutral or dissatisfied
14695,satisfied
7531,neutral or dissatisfied
123935,neutral or dissatisfied
21771,satisfied
97089,satisfied
111362,satisfied
46755,satisfied
62187,neutral or dissatisfied
76548,satisfied
93434,neutral or dissatisfied
78105,neutral or dissatisfied
73724,satisfied
42031,satisfied
79619,neutral or dissatisfied
109964,neutral or dissatisfied
68367,satisfied
111868,neutral or dissatisfied
96727,neutral or dissatisfied
106224,satisfied
39301,neutral or dissatisfied
117447,neutral or dissatisfied
55045,neutral or dissatisfied
64831,neutral or dissatisfied
46881,satisfied
37177,neutral or dissatisfied
33991,neutral or dissatisfied
129615,satisfied
23575,neutral or dissatisfied
10789,satisfied
20139,neutral or dissatisfied
118536,neutral or dissatisfied
71800,satisfied
73619,satisfied
74360,satisfied
50621,neutral or dissatisfied
22086,neutral or dissatisfied
96081,neutral or dissatisfied
52930,neutral or dissatisfied
79307,satisfied
44040,satisfied
82470,neutral or dissatisfied
50893,neutral or dissatisfied
59636,satisfied
95887,neutral or dissatisfied
106572,satisfied
127277,neutral or dissatisfied
77385,satisfied
83539,satisfied
11758,neutral or dissatisfied
105001,neutral or dissatisfied
59854,satisfied
101760,neutral or dissatisfied
70637,satisfied
38796,neutral or dissatisfied
97389,satisfied
7592,satisfied
48877,satisfied
98822,neutral or dissatisfied
31978,satisfied
110646,satisfied
112925,neutral or dissatisfied
25646,neutral or dissatisfied
106513,neutral or dissatisfied
10338,neutral or dissatisfied
71216,satisfied
101810,satisfied
10650,satisfied
66958,satisfied
102486,neutral or dissatisfied
86003,satisfied
854,satisfied
45894,satisfied
21904,neutral or dissatisfied
122361,satisfied
19309,neutral or dissatisfied
129537,satisfied
16301,satisfied
110469,neutral or dissatisfied
87580,neutral or dissatisfied
12788,satisfied
106478,satisfied
5764,neutral or dissatisfied
100491,neutral or dissatisfied
56180,neutral or dissatisfied
60113,satisfied
89840,satisfied
122145,satisfied
37572,neutral or dissatisfied
11371,neutral or dissatisfied
115360,neutral or dissatisfied
4739,neutral or dissatisfied
75120,satisfied
123761,satisfied
78303,satisfied
103134,satisfied
34648,neutral or dissatisfied
33782,satisfied
94643,neutral or dissatisfied
72875,satisfied
105308,neutral or dissatisfied
3930,neutral or dissatisfied
5133,neutral or dissatisfied
826,neutral or dissatisfied
67163,satisfied
39329,neutral or dissatisfied
6280,neutral or dissatisfied
35362,neutral or dissatisfied
50526,neutral or dissatisfied
27436,satisfied
113232,neutral or dissatisfied
22736,satisfied
105341,neutral or dissatisfied
18476,satisfied
95858,satisfied
68205,satisfied
95273,neutral or dissatisfied
57384,satisfied
13757,neutral or dissatisfied
55141,neutral or dissatisfied
103119,neutral or dissatisfied
52807,neutral or dissatisfied
99205,neutral or dissatisfied
15893,satisfied
8631,neutral or dissatisfied
122907,neutral or dissatisfied
48519,neutral or dissatisfied
99481,neutral or dissatisfied
95917,satisfied
109909,neutral or dissatisfied
96551,neutral or dissatisfied
21050,satisfied
84581,satisfied
54779,neutral or dissatisfied
10283,neutral or dissatisfied
82033,neutral or dissatisfied
31617,neutral or dissatisfied
79043,neutral or dissatisfied
97409,satisfied
121202,neutral or dissatisfied
56979,neutral or dissatisfied
22523,neutral or dissatisfied
26963,satisfied
7014,neutral or dissatisfied
119376,satisfied
118098,neutral or dissatisfied
49130,satisfied
83777,satisfied
45403,neutral or dissatisfied
84575,neutral or dissatisfied
30176,neutral or dissatisfied
59041,neutral or dissatisfied
83429,neutral or dissatisfied
124623,satisfied
103487,neutral or dissatisfied
120875,satisfied
128005,neutral or dissatisfied
63257,satisfied
75936,satisfied
65063,neutral or dissatisfied
79551,satisfied
29920,satisfied
17384,neutral or dissatisfied
54548,neutral or dissatisfied
93130,neutral or dissatisfied
38024,satisfied
50899,neutral or dissatisfied
108443,satisfied
68080,satisfied
83370,neutral or dissatisfied
96964,satisfied
101701,satisfied
59432,neutral or dissatisfied
58853,satisfied
96982,neutral or dissatisfied
116238,neutral or dissatisfied
117456,neutral or dissatisfied
126861,neutral or dissatisfied
118426,neutral or dissatisfied
70977,satisfied
104020,neutral or dissatisfied
77629,satisfied
117701,satisfied
92366,neutral or dissatisfied
120461,neutral or dissatisfied
65005,neutral or dissatisfied
80650,satisfied
107122,neutral or dissatisfied
32328,satisfied
27230,neutral or dissatisfied
64240,neutral or dissatisfied
97150,neutral or dissatisfied
42424,neutral or dissatisfied
91527,neutral or dissatisfied
39870,neutral or dissatisfied
90113,neutral or dissatisfied
111672,satisfied
49073,neutral or dissatisfied
70843,satisfied
51649,neutral or dissatisfied
102686,neutral or dissatisfied
67531,satisfied
34863,satisfied
105509,satisfied
50433,satisfied
28330,neutral or dissatisfied
112474,satisfied
119860,satisfied
125008,neutral or dissatisfied
12560,neutral or dissatisfied
104342,neutral or dissatisfied
57243,satisfied
3544,neutral or dissatisfied
67940,neutral or dissatisfied
49507,neutral or dissatisfied
26070,satisfied
127233,neutral or dissatisfied
33587,satisfied
104083,neutral or dissatisfied
28195,neutral or dissatisfied
69724,neutral or dissatisfied
79774,neutral or dissatisfied
111252,neutral or dissatisfied
55381,neutral or dissatisfied
68383,satisfied
94758,neutral or dissatisfied
120314,neutral or dissatisfied
96618,satisfied
65860,neutral or dissatisfied
33940,neutral or dissatisfied
107782,satisfied
38934,neutral or dissatisfied
129705,satisfied
94467,neutral or dissatisfied
121780,satisfied
79785,satisfied
17405,satisfied
12463,neutral or dissatisfied
79772,satisfied
47651,neutral or dissatisfied
114803,satisfied
110435,neutral or dissatisfied
45691,neutral or dissatisfied
23358,satisfied
33364,neutral or dissatisfied
24646,neutral or dissatisfied
48012,neutral or dissatisfied
64107,satisfied
102667,neutral or dissatisfied
74111,neutral or dissatisfied
21217,neutral or dissatisfied
99657,satisfied
101521,neutral or dissatisfied
111716,neutral or dissatisfied
14168,satisfied
38768,neutral or dissatisfied
28975,neutral or dissatisfied
24585,satisfied
17525,neutral or dissatisfied
30988,satisfied
66634,satisfied
50163,satisfied
15280,neutral or dissatisfied
21056,satisfied
71469,neutral or dissatisfied
67632,satisfied
72599,neutral or dissatisfied
69671,neutral or dissatisfied
124984,satisfied
8188,neutral or dissatisfied
9433,neutral or dissatisfied
100518,neutral or dissatisfied
125094,satisfied
112013,neutral or dissatisfied
96887,neutral or dissatisfied
38715,neutral or dissatisfied
992,satisfied
50585,neutral or dissatisfied
76518,neutral or dissatisfied
16752,neutral or dissatisfied
5910,neutral or dissatisfied
2827,neutral or dissatisfied
37565,neutral or dissatisfied
110726,satisfied
38541,satisfied
35113,satisfied
66478,satisfied
90519,satisfied
70887,satisfied
107124,neutral or dissatisfied
29150,neutral or dissatisfied
7749,satisfied
123388,neutral or dissatisfied
49230,satisfied
41118,neutral or dissatisfied
6389,neutral or dissatisfied
97943,neutral or dissatisfied
120737,satisfied
18413,satisfied
81628,neutral or dissatisfied
74934,neutral or dissatisfied
101737,neutral or dissatisfied
50884,neutral or dissatisfied
4833,satisfied
107733,neutral or dissatisfied
32783,neutral or dissatisfied
2404,neutral or dissatisfied
70127,neutral or dissatisfied
89795,neutral or dissatisfied
80177,neutral or dissatisfied
5552,satisfied
118116,neutral or dissatisfied
66820,satisfied
100268,satisfied
99846,neutral or dissatisfied
47323,satisfied
35564,satisfied
46790,neutral or dissatisfied
118940,satisfied
97378,neutral or dissatisfied
1182,satisfied
19177,satisfied
28543,neutral or dissatisfied
68546,neutral or dissatisfied
126552,neutral or dissatisfied
41956,neutral or dissatisfied
68557,satisfied
82851,neutral or dissatisfied
108246,neutral or dissatisfied
1451,neutral or dissatisfied
34756,neutral or dissatisfied
57723,satisfied
43599,neutral or dissatisfied
110289,satisfied
8479,neutral or dissatisfied
80562,neutral or dissatisfied
121872,neutral or dissatisfied
87483,neutral or dissatisfied
18754,neutral or dissatisfied
46491,satisfied
89619,satisfied
32552,satisfied
105837,neutral or dissatisfied
101314,neutral or dissatisfied
89974,satisfied
115326,satisfied
50845,neutral or dissatisfied
34409,neutral or dissatisfied
111337,satisfied
28905,satisfied
46224,neutral or dissatisfied
38274,neutral or dissatisfied
10837,neutral or dissatisfied
92437,satisfied
104514,satisfied
61553,neutral or dissatisfied
76021,neutral or dissatisfied
112258,neutral or dissatisfied
102117,neutral or dissatisfied
117653,neutral or dissatisfied
22848,neutral or dissatisfied
1310,satisfied
98121,neutral or dissatisfied
90318,satisfied
111135,neutral or dissatisfied
72264,neutral or dissatisfied
292,satisfied
50421,neutral or dissatisfied
103204,satisfied
73636,satisfied
94691,neutral or dissatisfied
71383,neutral or dissatisfied
40299,neutral or dissatisfied
77141,neutral or dissatisfied
123988,neutral or dissatisfied
25146,satisfied
97178,neutral or dissatisfied
45654,neutral or dissatisfied
86069,satisfied
904,neutral or dissatisfied
59355,satisfied
74511,satisfied
121000,neutral or dissatisfied
16039,neutral or dissatisfied
11349,neutral or dissatisfied
80765,neutral or dissatisfied
12506,neutral or dissatisfied
63427,neutral or dissatisfied
115885,neutral or dissatisfied
84073,neutral or dissatisfied
33535,satisfied
46632,satisfied
93608,neutral or dissatisfied
31563,satisfied
36544,neutral or dissatisfied
119437,neutral or dissatisfied
13990,neutral or dissatisfied
60678,satisfied
14267,satisfied
29222,satisfied
11754,neutral or dissatisfied
101296,neutral or dissatisfied
26083,neutral or dissatisfied
105295,satisfied
20267,neutral or dissatisfied
63561,neutral or dissatisfied
101165,neutral or dissatisfied
42309,neutral or dissatisfied
19595,neutral or dissatisfied
39829,satisfied
77570,satisfied
84097,satisfied
122510,satisfied
55700,satisfied
73366,neutral or dissatisfied
105321,satisfied
70061,neutral or dissatisfied
17622,neutral or dissatisfied
65939,neutral or dissatisfied
15761,neutral or dissatisfied
70834,satisfied
3274,satisfied
93699,neutral or dissatisfied
110446,neutral or dissatisfied
80842,neutral or dissatisfied
96892,neutral or dissatisfied
55475,neutral or dissatisfied
69001,satisfied
17704,neutral or dissatisfied
58480,satisfied
5565,neutral or dissatisfied
65015,neutral or dissatisfied
105332,satisfied
54599,neutral or dissatisfied
20899,satisfied
126840,satisfied
96693,neutral or dissatisfied
62118,satisfied
103468,neutral or dissatisfied
54664,satisfied
89923,satisfied
90798,satisfied
72637,neutral or dissatisfied
37977,satisfied
96650,satisfied
116562,satisfied
69605,neutral or dissatisfied
48271,satisfied
95923,satisfied
99871,neutral or dissatisfied
42754,neutral or dissatisfied
23512,satisfied
45985,satisfied
116224,neutral or dissatisfied
100156,neutral or dissatisfied
17526,neutral or dissatisfied
117863,neutral or dissatisfied
127619,satisfied
49747,neutral or dissatisfied
34733,satisfied
22461,neutral or dissatisfied
120558,neutral or dissatisfied
118731,neutral or dissatisfied
80809,neutral or dissatisfied
16293,neutral or dissatisfied
124669,satisfied
70910,neutral or dissatisfied
9583,satisfied
110565,satisfied
83995,satisfied
62301,neutral or dissatisfied
3706,neutral or dissatisfied
36447,neutral or dissatisfied
37750,satisfied
61832,satisfied
53058,neutral or dissatisfied
113459,neutral or dissatisfied
120653,neutral or dissatisfied
107493,neutral or dissatisfied
84303,satisfied
39931,neutral or dissatisfied
27248,satisfied
15626,neutral or dissatisfied
55451,satisfied
124414,neutral or dissatisfied
64584,satisfied
9438,satisfied
124964,satisfied
15669,satisfied
90915,satisfied
33358,neutral or dissatisfied
45265,satisfied
21875,satisfied
89558,satisfied
101229,neutral or dissatisfied
53112,satisfied
115952,neutral or dissatisfied
78426,satisfied
12346,neutral or dissatisfied
95938,satisfied
91156,neutral or dissatisfied
79967,neutral or dissatisfied
88670,neutral or dissatisfied
122117,neutral or dissatisfied
102195,satisfied
87092,satisfied
105618,satisfied
16791,neutral or dissatisfied
18984,satisfied
35700,neutral or dissatisfied
12228,neutral or dissatisfied
28708,satisfied
108392,satisfied
111702,neutral or dissatisfied
37068,neutral or dissatisfied
84386,satisfied
19630,neutral or dissatisfied
